X,Y,OBJECTID_12_13,Plant_ID,Plant_Name,Plant_Alias,Plant_Label,EIA_ID,MW,General_Fuel,Status,STEP_License_Status,Docket_ID,Street,City,State_,Zip_Code,Plant_County,Initial_Start_Date,Online_Year,Retire_Date,Peaker,Renewable_Energy,Gen_Count,RPS_Eligible,Utility_ID,Owner_Name,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,CEC_Jurisdictional_Plant,CEC_Link,Aerial,Elevation
-122.476027224370171,37.723482434814073,3570,G0127,SF Fuel Cell Station,Clarke & Rush Mech.  - Whittier College,SF Fuel Cell 2,57043,1.6,Gas,Operating,,,1600 Holloway,San Francisco,CA,94132,San Francisco,2011-09-01T00:00:00.000Z,2011,,0,0,1,0,14328,Pacific Gas & Electric (PG&E),,Greater Bay,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Francisco South,Senate District 11,Assembly District 19,Congressional District 14,41-45%,42,,,"<a href=""https://earth.google.com/web/@37.7234792,-122.4760297,59.39519041a,814.75529833d,35y,0h,45t,0r/data=CjoaOBIyCgAZCqtn95rcQkAhLltGRXeeXsAqHDM3wrA0MycyNC41Ik4gMTIywrAyOCczMy43IlcYAiABKAI"">Google Earth</a>",40.75141907
-116.172004507421093,33.675620613548986,3571,G0130,Coachella,,Coachella,6060,92.4,Gas,Out of Service,,,51-170 Shady Lane,Coachella,CA,92236,Riverside,1972-06-08T00:00:00.000Z,1972,,1,0,4,0,9216,Imperial Irrigation District,,,,Imperial Irrigation District,POU,IID,South Coast Air Quality Management District,Salton Sea,Indio,Senate District 28,Assembly District 56,Congressional District 36,81-85%,82,0,,"<a href=""https://earth.google.com/web/@33.6750917,-116.1714139,-22.79236306a,861.56229766d,35y,0h,45t,0r/data=CjoaOBIyCgAZiKaiZ2nWQEAhG6UBcvgKXcAqHDMzwrA0MCczMC4zIk4gMTE2wrAxMCcxNy4xIlcYAiABKAI"">Google Earth</a>",-22.77924156
-118.235040346549098,33.991388546280731,3572,G0145,Smurfit Stone Container Corporation - Retired August 2002,"Jefferson Smurfit Corp.; Ccoa Vernon Cogen",Jefferson Smurfit,54692,43.4,Gas,Retired,,,2001 East 57th Street,Los Angeles,CA,90058,Los Angeles,1986-06-01T00:00:00.000Z,1986,2002-08-15T00:00:00.000Z,0,0,1,0,14328,Jefferson Smurfit Container Corp,,LA Basin,Western LA Basin,City of Vernon Municipal Light Department,POU,CALISO,South Coast Air Quality Management District,South Coast,South Gate,Senate District 33,Assembly District 53,Congressional District 40,,,,,"<a href=""https://earth.google.com/web/@33.9933208,-118.2350403,57.46802977a,858.03548369d,35y,0h,45t,0r/data=CjoaOBIyCgAZ4TfPIiX_QEAhfW945gqPXcAqHDMzwrA1OSczNi4wIk4gMTE4wrAxNCcwNi4yIlcYAiABKAI"">Google Earth</a>",56.20959854
-121.760225183486128,38.018531841351255,3573,G0147,Contra Costa Power Plant - Retired May 2013,"Contra Costa; Contra Costa Power Plant",Contra Costa,228,680,Gas,Retired,,,3201 Wilbur Avenue,Antioch,CA,94509,Contra Costa,1964-01-01T00:00:00.000Z,1964,2013-05-01T00:00:00.000Z,0,0,2,0,14328,NRG California South,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 9,71-75%,75,,,"<a href=""https://earth.google.com/web/@38.0185931,-121.7601475,16.94063565a,811.18151804d,35y,0h,45t,0r/data=CjoaOBIyCgAZMzc6QmECQ0AhtiizQaZwXsAqHDM4wrAwMScwNi45Ik4gMTIxwrA0NSczNi41IlcYAiABKAI"">Google Earth</a>",2.08485317
-117.580344508644629,33.891797821068678,3574,G0149,Corona Cogen,"Corona Energy Partners, Ltd.",Corona Cogen,10635,47,Gas,Operating,,,1130 West Rincon,Corona,CA,91720,Riverside,1988-06-01T00:00:00.000Z,1988,,0,0,1,0,17609,WCAC Operating Company,,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Corona North,Senate District 31,Assembly District 60,Congressional District 42,81-85%,84,,,"<a href=""https://earth.google.com/web/@33.8917656,-117.5803056,177.20905841a,859.16414343d,35y,0h,45t,0r/data=CjoaOBIyCgAZUtkLYCXyQEAh4WsZuiNlXcAqHDMzwrA1MyczMC40Ik4gMTE3wrAzNCc0OS4xIlcYAiABKAI"">Google Earth</a>",175.51506042
-118.593556554408096,34.463714243591255,3575,G0157,Pitchess Cogeneration Station,"Pitchess Cogen; Pitchess Honor Ranch",Pitchess,10478,28.71,Gas,Operating,,,29300 The Old Road,Saugus,CA,91350,Los Angeles,1987-07-31T00:00:00.000Z,1987,,0,0,2,0,17609,County of Los Angeles,,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Newhall,Senate District 21,Assembly District 38,Congressional District 25,,,,,"<a href=""https://earth.google.com/web/@34.46359581,-118.59357397,382.45063485a,850.67101956d,35y,5.19534299h,44.99998662t,0r/data=CjoaOBIyCgAZepLPhlc7QUAhhNOCF_2lXcAqHDM0wrAyNyc0OS4wIk4gMTE4wrAzNSczNi45IlcYAiAB"">Google Earth</a>",378.28265381
-122.039155892553623,38.246595258439633,3576,G0159,Solano County Cogeneration Plant,Solano Cogen,Solano,50985,2.92,Gas,Operating,,,501 Delaware Street,Fairfield,CA,94533,Solano,1989-06-01T00:00:00.000Z,1989,,0,0,3,0,14328,Solano County,,,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Fairfield South,Senate District 3,Assembly District 11,Congressional District 3,61-65%,62,,,"<a href=""https://earth.google.com/web/@38.2466761,-122.0390531,6.52188335a,808.40806447d,35y,0h,45t,0r/data=CjoaOBIyCgAZNxobFZMfQ0AhrNOS2H-CXsAqHDM4wrAxNCc0OC4wIk4gMTIywrAwMicyMC42IlcYAiABKAI"">Google Earth</a>",2.28969526
-122.215595238979262,38.057126265509538,3577,G0161,Crockett Cogeneration Project,Crockett Cogen,Crockett,55084,247.4,Gas,Operating,Operational,"1992-AFC-01, 1992-AFC-01C",550 Loring Avenue,Crockett,CA,94525,Contra Costa,1995-12-01T00:00:00.000Z,1995,,0,0,1,0,14328,Crockett Cogeneration LP,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Benicia,Senate District 3,Assembly District 14,Congressional District 5,31-35%,32,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd153dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://www.google.com/maps/place/598+Loring+Ave,+Crockett,+CA+94525/@38.0570448,-122.2160567,289m/data=!3m1!1e3!4m2!3m1!1s0x808571837dd9e1f3:0xeba6bff6a88f6c35"">Google Map</a>",3.77336121
-117.189142170314909,32.728650176532256,3578,G0175,Division - Retired Dec 2003,Division,Division,300,13,Gas,Retired,,,3200 Harbor Drive,San Diego,CA,92113,San Diego,1968-11-01T00:00:00.000Z,1968,2003-12-31T00:00:00.000Z,0,0,1,0,16609,Cabrillo Power II LLC (NRG West Coast Inc),,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Point Loma,Senate District 39,Assembly District 78,Congressional District 52,,,,,"<a href=""https://earth.google.com/web/@32.7286733,-117.1891514,4.15576792a,871.89084966d,35y,0h,45t,0r/data=CjoaOBIyCgAZ9HusKkVdQEAhhz95DhtMXcAqHDMywrA0Myc0My4yIk4gMTE3wrAxMScyMS4wIlcYAiABKAI"">Google Earth</a>",4.03573322
-121.851540652390653,38.023978135411838,3579,G0177,Pittsburg (Closed April 1  2010),"Calpine Pittsburg; Pittsburg Site, Dow Chemical Company",Calpine Pittsburg,54001,65.7,Gas,Retired,,,901 Loveridge Road,Pittsburg,CA,94565,Contra Costa,1965-01-01T00:00:00.000Z,1965,2010-03-08T00:00:00.000Z,0,0,3,0,14328,Dow Chemical Company,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 14,Congressional District 11,76-80%,78,,,"<a href=""https://earth.google.com/web/@38.024575,-121.8504389,8.03200995a,811.11074767d,35y,0h,45t,0r/data=CjoaOBIyCgAZTKYKRiUDQ0Ahwq9Hl212XsAqHDM4wrAwMScyOC41Ik4gMTIxwrA1MScwMS42IlcYAiABKAI"">Google Earth</a>",5.28648663
-120.821224037728854,39.570290460228769,3580,G0178,Downieville,Downieville,Downieville,234,0,Gas,Retired,,,,Downieville,CA,95936,Sierra,2000-01-01T00:00:00.000Z,2000,2000-12-31T00:00:00.000Z,0,0,1,0,14328,Pacific Gas & Electric (PG&E),,Sierra,South of Palermo,Pacific Gas & Electric Company,IOU,CALISO,Northern Sierra Air Quality Management District,Mountain Counties,Downieville,Senate District 1,Assembly District 1,Congressional District 1,36-40%,38,,,"<a href=""https://earth.google.com/web/@39.5702828,-120.8211667,904.80088945a,792.05605741d,35y,0h,45t,0r/data=CjoaOBIyCgAZVLzbBv_IQ0AhHETG_o00XsAqHDM5wrAzNCcxMy4wIk4gMTIwwrA0OScxNi4yIlcYAiABKAI"">Google Earth</a>",907.01184082
-119.166490435487731,34.195883298069056,3581,G0180,EF Oxnard  Inc.,"Sithe Energies; Oxnard Energy Facility; E.F. Oxnard",Sithe Energies,10776,48.5,Gas,Operating,,,550 Diaz Avenue,Oxnard,CA,93030,Ventura,1990-06-01T00:00:00.000Z,1990,,0,0,1,0,17609,EF Oxnard Inc,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Ventura County Air Pollution Control District,South Central Coast,Oxnard,Senate District 19,Assembly District 44,Congressional District 26,96-100% (highest scores),95,,,"<a href=""https://earth.google.com/web/@34.1985083,-119.1609528,21.83779078a,855.74749543d,35y,0h,45t,0r/data=CjoaOBIyCgAZBj5QuGgZQUAhxgz5DE3KXcAqHDM0wrAxMSc1NC42Ik4gMTE5wrAwOSczOS40IlcYAiABKAI"">Google Earth</a>",16.02386284
-116.972179724404597,32.795832695822092,3582,G0189,El Cajon  (retired 12/31/2016),"Cabrillo II; El Cajon GT",El Cajon 4,301,13,Gas,Retired,,,800 West Main Street,El Cajon,CA,92020,San Diego,1968-11-01T00:00:00.000Z,1968,2016-12-31T00:00:00.000Z,1,0,1,0,16609,Cabrillo Power II LLC (NRG West Coast Inc),,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,El Cajon,Senate District 38,Assembly District 71,Congressional District 53,86-90%,88,0,,"<a href=""https://earth.google.com/web/@32.7974278,-116.9728361,132.9371223a,871.14606607d,35y,0h,45t,0r/data=CjoaOBIyCgAZ6_U4HRJmQEAhkHdY8kI-XcAqHDMywrA0Nyc1MC43Ik4gMTE2wrA1OCcyMi4yIlcYAiABKAI"">Google Earth</a>",131.30470276
-118.424834714538363,33.910143384019321,3583,G0194,El Segundo Power Station - Retired 12/31/2015,"El Segundo Power LLC; Chevron - El Segundo, Unit 3 & 4",El Segundo 3 & 4,330,1020,Gas,Retired,,,301 Vista Del Mar,El Segundo,CA,90245,Los Angeles,1956-04-01T00:00:00.000Z,1956,2015-12-31T00:00:00.000Z,0,0,4,0,17609,El Segundo Power LLC,,LA Basin,El Nindo,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Venice,Senate District 26,Assembly District 62,Congressional District 33,,,,,"<a href=""https://earth.google.com/web/@33.9100675,-118.4248233,5.36795243a,858.96125211d,35y,0h,45t,0r/data=CjoaOBIyCgAZhNOCF330QEAhCwURTjCbXcAqHDMzwrA1NCczNi4yIk4gMTE4wrAyNScyOS40IlcYAiABKAI"">Google Earth</a>",5.27102184
-119.899994022488812,34.431392421266118,3584,G0195,Ellwood Generating Station,Ellwood,Ellwood,8076,56.7,Gas,Operating,,,30 North. Las Armas Road,Goleta,CA,93117,Santa Barbara,1974-08-01T00:00:00.000Z,1974,,1,0,1,0,17609,NRG California South,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Dos Pueblos Canyon,Senate District 19,Assembly District 37,Congressional District 24,11-15%,12,0,,"<a href=""https://earth.google.com/web/@34.4301806,-119.8992139,28.63146852a,853.15225117d,35y,0h,45t,0r/data=CjoaOBIyCgAZ1C9sKBA3QUAh8yZ1uIz5XcAqHDM0wrAyNSc0OC43Ik4gMTE5wrA1Myc1Ny4yIlcYAiABKAI"">Google Earth</a>",31.26923943
-117.527183613298902,34.090999548413542,3585,G0201,Etiwanda Generating Station,,Etiwanda Gen.,331,666,Gas,Retired,,,8996 Etiwanda Avenue,Rancho Cucamonga,CA,91739,San Bernardino,1953-07-10T00:00:00.000Z,1953,2004-01-01T00:00:00.000Z,0,0,5,0,17609,NRG Marsh Landing LLC,,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Guasti,Senate District 23,Assembly District 40,Congressional District 31,76-80%,76,,,"<a href=""https://earth.google.com/web/@34.0919647,-117.5306794,341.36636626a,856.93563655d,35y,0h,45t,0r/data=CjoaOBIyCgAZd3HRf8ULQUAhTOq6pvZhXcAqHDM0wrAwNSczMS4xIk4gMTE3wrAzMSc1MC41IlcYAiABKAI"">Google Earth</a>",341.56692505
-120.042357477325581,34.483592254448965,3586,G0202,ExxonMobil Las Flores Canyon,"Santa Ynez; Exxon Company Usa - Santa Ynez; Exgen",Santa Ynez,50270,49.8,Gas,Operating,,,12000 Calle Real,Goleta,CA,93117,Santa Barbara,1993-09-15T00:00:00.000Z,1993,,0,0,2,0,17609,ExxonMobil Production Company,,Big Creek / Ventura,Santa Clara,Southern California Edison,IOU,CALISO,Santa Barbara County Air Pollution Control District,South Central Coast,Tajiguas,Senate District 19,Assembly District 37,Congressional District 24,21-25%,25,,,"<a href=""https://earth.google.com/web/@34.4835922,-120.0423575,87.06891178a,852.55002278d,35y,0h,45t,0r/data=CjoaOBIyCgAZ48xlWeY9QUAhYU87_LUCXsAqHDM0wrAyOScwMC45Ik4gMTIwwrAwMiczMi41IlcYAiABKAI"">Google Earth</a>",91.43453217
-118.165564031620889,33.982176875716313,3587,G0203,NP Cogen Inc - Retired December 2001,"FPB Cogeneration Partners, L.P.",NP Cogen,10624,33,Gas,Retired,,,5605 East 61st Street,Commerce,CA,90040,Los Angeles,1982-12-01T00:00:00.000Z,1982,2001-12-31T00:00:00.000Z,0,0,2,0,17609,Newark Pacific Paperboard Corp (NP Cogen Inc),,LA Basin,Western LA Basin,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,South Gate,Senate District 32,Assembly District 58,Congressional District 40,91-95%,92,,,"<a href=""https://earth.google.com/web/@33.9840694,-118.1636472,44.43333209a,858.1383386d,35y,0h,45t,0r/data=CjoaOBIyCgAZRv9w_PX9QEAhPwUbMnmKXcAqHDMzwrA1OScwMi43Ik4gMTE4wrAwOSc0OS4xIlcYAiABKAI"">Google Earth</a>",42.49235535
-121.382068570479547,38.792777905586085,3588,G0213,Roseville Energy Park (REP),"Roseville Energy Park; Roseville Combined Cycle; Roseville Energy Park Power Plant; Roseville Energy Park City of Roseville",Roseville Energy,56298,200,Gas,Operating,Operational,"03-AFC-01, 03-AFC-1C
",5120 Phillip Road,Roseville,CA,95747,Placer,2007-10-15T00:00:00.000Z,2007,,0,0,3,0,16295,City of Roseville,,Sierra,Drum-Rio Oso,Roseville Electric,POU,BANC,Placer County Air Pollution Control District,Sacramento Valley,Pleasant Grove,Senate District 4,Assembly District 6,Congressional District 4,21-25%,22,1,"<a href=""http://www.energy.ca.gov/sitingcases/roseville/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/38%C2%B047'32.3%22N+121%C2%B022'52.9%22W/@38.7924848,-121.3821933,285m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",27.6755867
-121.776363805637558,38.013933653270414,3589,G0224,Gaylord Container Corp Antioch - Retired November 2002,"Gaylord Container; Antioch Gaylord",Gaylord Container,10886,56,Gas,Retired,,,2301 Wilbur Avenue,Antioch,CA,94509,Contra Costa,1982-01-01T00:00:00.000Z,1982,2002-11-01T00:00:00.000Z,0,0,2,0,14328,Gaylord Container Corp,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 9,71-75%,75,,,"<a href=""https://earth.google.com/web/@38.0136639,-121.7723611,8.32933457a,811.24096591d,35y,0h,45t,0r/data=CjoaOBIyCgAZYtEZvb8BQ0Ah90xAXW5xXsAqHDM4wrAwMCc0OS4yIk4gMTIxwrA0NicyMC41IlcYAiABKAI"">Google Earth</a>",7.78919935
-118.148742855143567,34.126687649433826,3590,G0231,Glenarm,Glen Arm Power Plant 1-4,Glenarm,422,249.6,Gas,Retired,,,72 East Glenarm Avenue,Pasadena,CA,91105,Los Angeles,1975-01-01T00:00:00.000Z,1975,2003-12-31T00:00:00.000Z,1,0,6,0,14534,City of Pasadena,,LA Basin,Western LA Basin,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Pasadena,Senate District 25,Assembly District 41,Congressional District 27,16-20%,19,0,,"<a href=""https://earth.google.com/web/@34.1280472,-118.147625,244.60128822a,856.53289441d,35y,0h,45t,0r/data=CjoaOBIyCgAZFCzE2WMQQUAhm8QgsHKJXcAqHDM0wrAwNyc0MS4wIk4gMTE4wrAwOCc1MS41IlcYAiABKAI"">Google Earth</a>",230.57017517
-117.09924806615858,33.11865832793265,3591,G0233,Goal Line LP,Goal Line Operations,Goal Line LP,54749,51.5,Gas,Operating,,,555 North Tulip Street,Escondido,CA,92025,San Diego,1995-02-01T00:00:00.000Z,1995,,0,0,2,0,16609,Goal Line LP,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Escondido,Senate District 38,Assembly District 75,Congressional District 50,36-40%,37,,,"<a href=""https://earth.google.com/web/@33.1169806,-117.0972306,202.39808987a,867.68137314d,35y,0h,45t,0r/data=CjoaOBIyCgAZG6JlOPmOQEAh6MqxBjlGXcAqHDMzwrAwNycwMS4xIk4gMTE3wrAwNSc1MC4wIlcYAiABKAI"">Google Earth</a>",193.08924866
-118.278885144663249,34.155436502852091,3592,G0236,Grayson,,Grayson,377,287,Gas,Operating,,,800 Air Way,Glendale,CA,91201,Los Angeles,1941-04-15T00:00:00.000Z,1941,,1,0,10,0,7294,City of Glendale,,,,Glendale Water & Power,POU,LADWP,South Coast Air Quality Management District,South Coast,Burbank,Senate District 25,Assembly District 43,Congressional District 28,96-100% (highest scores),99,0,,"<a href=""https://earth.google.com/web/@34.1555222,-118.2778889,147.63231465a,856.2272885d,35y,0h,45t,0r/data=CjoaOBIyCgAZp2bFJugTQUAh-FqG7siRXcAqHDM0wrAwOScxOS45Ik4gMTE4wrAxNic0MC40IlcYAiABKAI"">Google Earth</a>",141.88520813
-117.006445576438423,32.77964556795731,3593,G0241,Grossmont Hospital,,Grossmont Hosp.,10115,4.6,Gas,Retired,,,5555 Grossmont Drive,La Mesa,CA,92042,San Diego,1983-08-01T00:00:00.000Z,1983,2016-03-31T00:00:00.000Z,0,0,3,0,16609,Sharp Grossmont Hospital,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 38,Assembly District 79,Congressional District 53,51-55%,52,,,"<a href=""https://earth.google.com/web/@32.7807889,-117.00315,200.39164174a,871.32652299d,35y,0h,45t,0r/data=CjoaOBIyCgAZN0oD5PBjQEAh374OnDNAXcAqHDMywrA0Nic1MC44Ik4gMTE3wrAwMCcxMS4zIlcYAiABKAI"">Google Earth</a>",188.87397766
-118.265413470571687,33.769335827729392,3594,G0245,Harbor,,Harbor 6 - 9,399,1010.18,Gas,Operating,,,161 North Island Avenue,Wilmington,CA,90744,Los Angeles,1972-01-01T00:00:00.000Z,1972,,1,0,15,0,11208,Los Angeles Department of Water & Power (LADWP),,,,Los Angeles Department of Water & Power,POU,LADWP,South Coast Air Quality Management District,South Coast,Torrance,Senate District 35,Assembly District 64,Congressional District 44,96-100% (highest scores),97,0,,"<a href=""https://earth.google.com/web/@33.7694972,-118.2656056,17.249197a,860.51886287d,35y,0h,45t,0r/data=CjoaOBIyCgAZiS5e4n7iQEAhm2ihrv-QXcAqHDMzwrA0NicxMC4yIk4gMTE4wrAxNSc1Ni4yIlcYAiABKAI"">Google Earth</a>",3.80299997
-118.240291258099575,33.780249135836335,3595,G0246,Harbor Cogeneration Co,Mission Energy Champlin,Harbor Cogen,50541,132.55,Gas,Operating,Operational,"85-SPPE-07, 85-SPPE-07C
",420 Henry Ford Avenue,Wilmington,CA,90748,Los Angeles,1989-04-12T00:00:00.000Z,1989,,0,0,4,0,17609,Harbor Cogeneration Co,,,,Los Angeles Department of Water & Power,POU,LADWP,South Coast Air Quality Management District,South Coast,Long Beach (digital),Senate District 35,Assembly District 70,Congressional District 44,,,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd171dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://www.google.com/maps/place/1700+E+Anaheim+St,+Wilmington,+CA+90744/@33.780247,-118.2400171,361m/data=!3m1!1e3!4m2!3m1!1s0x80dd369d50cbeee1:0x9edaf16da63d91ba!6m1!1e1"">Google Map</a>",2.5733602
-118.099309465170364,33.764823914558661,3596,G0249,Haynes Generating Station,"Haynes; Haynes #1-#6",Haynes,400,1739.14,Gas,Operating,,,6801 E. 2nd Street,Long Beach,CA,90803,Los Angeles,1919-07-01T00:00:00.000Z,1919,,1,0,15,0,11208,Los Angeles Department of Water & Power (LADWP),,LA Basin,Western LA Basin,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Los Alamitos,Senate District 34,Assembly District 70,Congressional District 47,,,0,,"<a href=""https://earth.google.com/web/@33.7658972,-118.0962556,2.87191322a,860.55888112d,35y,0h,45t,0r/data=CjoaOBIyCgAZigxh6wjiQEAho4M_DSmGXcAqHDMzwrA0NSc1Ny4yIk4gMTE4wrAwNSc0Ni41IlcYAiABKAI"">Google Earth</a>",4.32074547
-117.33144002028817,34.023029053556641,3597,G0259,Riverside Canal Power (Retired 12/31/2004),,Riverside Canal Power,55106,140,Gas,Retired,,,12700 Taylor Street,Grand Terrace,CA,92324,San Bernardino,1952-07-01T00:00:00.000Z,1952,2004-12-31T00:00:00.000Z,0,0,4,0,17609,Riverside Canal Power Co Inc,,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,San Bernardino South,Senate District 20,Assembly District 47,Congressional District 31,61-65%,62,,,"<a href=""https://earth.google.com/web/@34.0200111,-117.3305944,290.16180563a,857.73835887d,35y,0h,45t,0r/data=CjoaOBIyCgAZSwdGuY8CQUAhaA9qdShVXcAqHDM0wrAwMScxMi4wIk4gMTE3wrAxOSc1MC4xIlcYAiABKAI"">Google Earth</a>",289.06845093
-118.239062281044198,34.043767442880721,3598,G0262,Los Angeles Cold Storage - Retired Dec 2003,,LA Cold Storage,10251,1.35,Gas,Retired,,,364 South Central Avenue,Los Angeles,CA,90013,Los Angeles,1989-08-11T00:00:00.000Z,1989,2003-12-31T00:00:00.000Z,0,0,1,0,11208,Los Angeles Cold Storage Company,,,,Los Angeles Department of Water & Power,POU,LADWP,South Coast Air Quality Management District,South Coast,Los Angeles,Senate District 30,Assembly District 53,Congressional District 34,96-100% (highest scores),98,,,"<a href=""https://earth.google.com/web/@34.0418361,-118.2378969,75.14590557a,857.49552926d,35y,0h,45t,0r/data=CjoaOBIyCgAZZqWk4loFQUAhd1TrszmPXcAqHDM0wrAwMiczMC42Ik4gMTE4wrAxNCcxNi40IlcYAiABKAI"">Google Earth</a>",79.60894012
-124.208602440314792,40.740979211707504,3599,G0268,Humboldt Bay,"Humboldt Thermal, Units 1-3; PG&E Wartsila; Humboldt Peaker; Humboldt Bay Repower; Humboldt Bay Generating Station; Humboldt Bay Generating Station Repowering Pacific Gas and Electric Company; ",Humboldt Bay 1,246,167,Gas,Retired,Operational,"06-AFC-07, 06-AFC-07C
",Buhne Point - 1000 King Salmon Avenue,Eureka,CA,95503,Humboldt,1956-12-26T00:00:00.000Z,1956,2010-09-30T00:00:00.000Z,0,0,14,0,14328,Pacific Gas & Electric (PG&E),,Humboldt,,Pacific Gas & Electric Company,IOU,CALISO,North Coast Unified Air Quality Management District,North Coast,Fields Landing,Senate District 2,Assembly District 2,Congressional District 2,26-30%,29,1,"<a href=""http://www.energy.ca.gov/sitingcases/humboldt/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/40%C2%B044'27.4%22N+124%C2%B012'31.6%22W/@40.7409549,-124.2091331,277m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",1.81780791
-122.375783138447034,37.737308704941263,3600,G0272,Hunters Point (Closed May 2006),Hunters Point 1 & 4,Hunters Point,247,222,Gas,Retired,,,1000 Evans Avenue,San Francisco,CA,94124,San Francisco,1948-12-12T00:00:00.000Z,1948,2006-05-15T00:00:00.000Z,0,0,2,0,14328,Pacific Gas & Electric (PG&E),,Greater Bay,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Francisco South,Senate District 11,Assembly District 17,Congressional District ,,,,,"<a href=""https://earth.google.com/web/@37.7373086,-122.3757831,3.34553161a,814.58816338d,35y,0h,45t,0r/data=CjoaOBIyCgAZnwfSIGDeQkAh7TiP1AyYXsAqHDM3wrA0NCcxNC4zIk4gMTIywrAyMiczMi44IlcYAiABKAI"">Google Earth</a>",3.75844574
-117.54037088705968,34.045401757262724,3601,G0280,Ontario Linerboard Mill,"Ontario Mill; Inland Paperboard & Packaging",Ontario Mill,10427,34,Gas,Operating,,,5100 Jurupa Street,Ontario,CA,91761,San Bernardino,1985-06-01T00:00:00.000Z,1985,,0,0,1,0,17609,New-Indy Ontario LLC,,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Guasti,Senate District 20,Assembly District 52,Congressional District 35,76-80%,78,,,"<a href=""https://earth.google.com/web/@34.0473328,-117.5403708,275.83141139a,857.43268111d,35y,0h,45t,0r/data=CjoaOBIyCgAZmQNOAA8GQUAhp21ob5ViXcAqHDM0wrAwMic1MC40Ik4gMTE3wrAzMicyNS4zIlcYAiABKAI"">Google Earth</a>",272.95831299
-117.099674679680291,32.632120574216785,3602,G0281,UTC Aerospace Systems Cogeneration Plant,"Goodrich Cogen; Rohr - Goodrich Aerostructures Group",Goodrich,57713,9.48,Gas,Operating,,,805 Lagoon Drive,Chula Vista,CA,91910,San Diego,2002-04-26T00:00:00.000Z,2002,,0,0,3,0,16609,United Technologies Corporation,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,National City,Senate District 40,Assembly District 80,Congressional District 51,76-80%,76,,,"<a href=""https://earth.google.com/web/@32.6311392,-117.10084,2.27432946a,872.93945808d,35y,0h,45t,0r/data=CjoaOBIyCgAZn5xXK8lQQEAhO4idKXRGXcAqHDMywrAzNyc1Mi4xIk4gMTE3wrAwNicwMy4wIlcYAiABKAI"">Google Earth</a>",4.09297752
